92|m.1	330	swissprot|P15823|ADA1B_RAT	515	1/1	22.476	69	307	189	6	46	306	60	363	1.05e-12	72.0	swissprot|P15823|ADA1B_RAT Alpha-1B adrenergic receptor OS=Rattus norvegicus (Rat)
92|m.1	330	swissprot|P18841|ADA1B_MESAU	515	1/1	22.727	70	308	187	8	46	306	60	363	1.33e-12	71.6	swissprot|P18841|ADA1B_MESAU Alpha-1B adrenergic receptor OS=Mesocricetus auratus (Golden hamster)
92|m.1	330	swissprot|P35368|ADA1B_HUMAN	520	1/1	22.727	70	308	187	8	46	306	60	363	1.95e-12	71.2	swissprot|P35368|ADA1B_HUMAN Alpha-1B adrenergic receptor OS=Homo sapiens (Human)
92|m.1	330	swissprot|P97717|ADA1B_MOUSE	514	1/1	22.476	69	307	189	6	46	306	59	362	5.43e-12	70.1	swissprot|P97717|ADA1B_MOUSE Alpha-1B adrenergic receptor OS=Mus musculus (Mouse)
92|m.1	330	swissprot|P43141|ADB4C_MELGA	428	1/1	26.791	86	321	189	12	31	313	23	335	1.35e-11	68.6	swissprot|P43141|ADB4C_MELGA Beta-4C adrenergic receptor OS=Meleagris gallopavo (Common turkey)
92|m.1	330	swissprot|Q9TST4|ADRB3_FELCA	398	1/1	25.846	84	325	176	10	45	311	51	368	1.47e-11	68.2	swissprot|Q9TST4|ADRB3_FELCA Beta-3 adrenergic receptor OS=Felis catus (Cat) (Felis silvestris catus)
92|m.1	330	swissprot|P26255|ADRB3_RAT	400	1/1	25.237	80	317	175	9	45	306	48	357	2.08e-11	67.8	swissprot|P26255|ADRB3_RAT Beta-3 adrenergic receptor OS=Rattus norvegicus (Rat)
92|m.1	330	swissprot|Q28044|ADRB2_BOVIN	418	1/1	23.669	80	338	198	9	19	310	21	344	5.03e-11	66.6	swissprot|Q28044|ADRB2_BOVIN Beta-2 adrenergic receptor OS=Bos taurus (Bovine)
92|m.1	330	swissprot|Q95252|ADRB3_PIG	407	1/1	26.183	83	317	172	10	45	306	51	360	6.85e-11	66.2	swissprot|Q95252|ADRB3_PIG Beta-3 adrenergic receptor OS=Sus scrofa (Pig)
92|m.1	330	swissprot|P97718|ADA1A_MOUSE	466	1/1	22.256	73	328	204	6	49	328	44	368	1.40e-10	65.5	swissprot|P97718|ADA1A_MOUSE Alpha-1A adrenergic receptor OS=Mus musculus (Mouse)
92|m.1	330	swissprot|P25962|ADRB3_MOUSE	400	1/1	25.588	87	340	189	13	45	328	48	379	1.88e-10	65.1	swissprot|P25962|ADRB3_MOUSE Beta-3 adrenergic receptor OS=Mus musculus (Mouse)
92|m.1	330	swissprot|Q28927|ADRB1_SHEEP	467	1/1	23.602	76	322	183	12	46	313	73	385	9.55e-10	63.2	swissprot|Q28927|ADRB1_SHEEP Beta-1 adrenergic receptor OS=Ovis aries (Sheep)
92|m.1	330	swissprot|O02666|ADA1D_RABIT	576	1/1	22.360	72	322	198	7	29	301	99	417	1.01e-09	63.2	swissprot|O02666|ADA1D_RABIT Alpha-1D adrenergic receptor OS=Oryctolagus cuniculus (Rabbit)
92|m.1	330	swissprot|P07550|ADRB2_HUMAN	413	1/1	22.989	80	348	206	11	14	310	8	344	1.07e-09	62.8	swissprot|P07550|ADRB2_HUMAN Beta-2 adrenergic receptor OS=Homo sapiens (Human)
92|m.1	330	swissprot|P11615|ADA1B_CANLF	417	1/1	22.709	57	251	145	6	102	306	19	266	1.08e-09	62.8	swissprot|P11615|ADA1B_CANLF Alpha-1B adrenergic receptor OS=Canis lupus familiaris (Dog) (Canis familiaris)
92|m.1	330	swissprot|P34971|ADRB1_MOUSE	466	1/1	22.611	71	314	178	8	49	306	76	380	1.29e-09	62.4	swissprot|P34971|ADRB1_MOUSE Beta-1 adrenergic receptor OS=Mus musculus (Mouse)
92|m.1	330	swissprot|Q5QD13|TAAR6_MOUSE	345	1/1	28.387	44	155	105	2	2	156	3	151	1.61e-09	62.0	swissprot|Q5QD13|TAAR6_MOUSE Trace amine-associated receptor 6 OS=Mus musculus (Mouse)
92|m.1	330	swissprot|P25100|ADA1D_HUMAN	572	1/1	21.569	66	306	188	6	45	301	110	412	1.92e-09	62.4	swissprot|P25100|ADA1D_HUMAN Alpha-1D adrenergic receptor OS=Homo sapiens (Human)
92|m.1	330	swissprot|Q923Y7|TAAR4_RAT	347	1/1	23.684	72	304	190	7	49	321	51	343	2.06e-09	61.6	swissprot|Q923Y7|TAAR4_RAT Trace amine-associated receptor 4 OS=Rattus norvegicus (Rat)
92|m.1	330	swissprot|P30940|5HT1F_RAT	366	1/1	40.187	43	107	55	3	39	142	31	131	2.20e-09	61.6	swissprot|P30940|5HT1F_RAT 5-hydroxytryptamine receptor 1F OS=Rattus norvegicus (Rat)
92|m.1	330	swissprot|Q5QD15|TAAR4_MOUSE	347	1/1	23.355	71	304	191	7	49	321	51	343	2.22e-09	61.6	swissprot|Q5QD15|TAAR4_MOUSE Trace amine-associated receptor 4 OS=Mus musculus (Mouse)
92|m.1	330	swissprot|Q28524|ADRB3_MACMU	418	1/1	24.308	79	325	183	8	45	311	51	370	2.29e-09	61.6	swissprot|Q28524|ADRB3_MACMU Beta-3 adrenergic receptor OS=Macaca mulatta (Rhesus macaque)
92|m.1	330	swissprot|O02662|ADRB3_CANLF	405	1/1	24.194	75	310	177	8	45	301	51	355	2.57e-09	61.6	swissprot|O02662|ADRB3_CANLF Beta-3 adrenergic receptor OS=Canis lupus familiaris (Dog) (Canis familiaris)
92|m.1	330	swissprot|P18090|ADRB1_RAT	466	1/1	22.611	71	314	178	8	49	306	76	380	3.32e-09	61.2	swissprot|P18090|ADRB1_RAT Beta-1 adrenergic receptor OS=Rattus norvegicus (Rat)
92|m.1	330	swissprot|O08890|5HT1F_CAVPO	366	1/1	24.128	83	344	175	12	39	307	31	363	4.16e-09	60.8	swissprot|O08890|5HT1F_CAVPO 5-hydroxytryptamine receptor 1F OS=Cavia porcellus (Guinea pig)
92|m.1	330	swissprot|P11614|5HT1D_CANLF	377	1/1	20.991	72	343	207	6	29	310	36	375	4.76e-09	60.5	swissprot|P11614|5HT1D_CANLF 5-hydroxytryptamine receptor 1D OS=Canis lupus familiaris (Dog) (Canis familiaris)
92|m.1	330	swissprot|O42574|ADRB1_XENLA	385	1/1	23.052	71	308	193	11	49	320	53	352	6.33e-09	60.1	swissprot|O42574|ADRB1_XENLA Beta-1 adrenergic receptor OS=Xenopus laevis (African clawed frog)
92|m.1	330	swissprot|Q28509|ADRB2_MACMU	415	1/1	23.009	78	339	199	10	19	310	21	344	9.27e-09	59.7	swissprot|Q28509|ADRB2_MACMU Beta-2 adrenergic receptor OS=Macaca mulatta (Rhesus macaque)
92|m.1	330	swissprot|Q60483|ADRB3_CAVPO	351	1/1	25.243	78	309	172	9	45	299	48	351	9.29e-09	59.7	swissprot|Q60483|ADRB3_CAVPO Beta-3 adrenergic receptor OS=Cavia porcellus (Guinea pig)
92|m.1	330	swissprot|P54833|ADRB2_CANLF	415	1/1	23.242	76	327	194	10	30	310	29	344	1.33e-08	59.3	swissprot|P54833|ADRB2_CANLF Beta-2 adrenergic receptor OS=Canis lupus familiaris (Dog) (Canis familiaris)
92|m.1	330	swissprot|P28221|5HT1D_HUMAN	377	1/1	31.429	44	140	87	2	29	168	36	166	1.91e-08	58.9	swissprot|P28221|5HT1D_HUMAN 5-hydroxytryptamine receptor 1D OS=Homo sapiens (Human)
92|m.1	330	swissprot|P30939|5HT1F_HUMAN	366	1/1	22.222	76	342	184	11	39	307	31	363	2.00e-08	58.5	swissprot|P30939|5HT1F_HUMAN 5-hydroxytryptamine receptor 1F OS=Homo sapiens (Human)
92|m.1	330	swissprot|Q9N2D9|5HT1F_PANTR	365	1/1	22.222	76	342	184	11	39	307	31	363	2.07e-08	58.5	swissprot|Q9N2D9|5HT1F_PANTR 5-hydroxytryptamine receptor 1F OS=Pan troglodytes (Chimpanzee)
92|m.1	330	swissprot|P33032|MC5R_HUMAN	325	1/1	25.237	80	317	207	10	1	300	1	304	2.18e-08	58.2	swissprot|P33032|MC5R_HUMAN Melanocortin receptor 5 OS=Homo sapiens (Human)
92|m.1	330	swissprot|Q9TT96|ADRB1_BOVIN	467	1/1	23.028	73	317	185	11	49	313	76	385	2.44e-08	58.5	swissprot|Q9TT96|ADRB1_BOVIN Beta-1 adrenergic receptor OS=Bos taurus (Bovine)
92|m.1	330	swissprot|Q9TT23|MC5R_PANTR	325	1/1	24.643	69	280	184	9	35	300	38	304	3.16e-08	57.8	swissprot|Q9TT23|MC5R_PANTR Melanocortin receptor 5 OS=Pan troglodytes (Chimpanzee)
