55|m.1	159	swissprot|Q58DK4|TKFC_BOVIN	578	1/1	34.146	56	164	95	5	1	159	303	458	5.72e-17	80.1	swissprot|Q58DK4|TKFC_BOVIN Triokinase/FMN cyclase OS=Bos taurus (Bovine)
55|m.1	159	swissprot|Q8VC30|TKFC_MOUSE	578	1/1	33.333	55	165	95	4	1	159	303	458	9.27e-17	79.7	swissprot|Q8VC30|TKFC_MOUSE Triokinase/FMN cyclase {ECO:0000312|MGI:MGI:2385084} OS=Mus musculus (Mouse)
55|m.1	159	swissprot|Q3LXA3|TKFC_HUMAN	575	1/1	32.099	52	162	101	4	1	159	303	458	1.12e-16	79.3	swissprot|Q3LXA3|TKFC_HUMAN Triokinase/FMN cyclase {ECO:0000312|HGNC:HGNC:24552} OS=Homo sapiens (Human)
55|m.1	159	swissprot|P45510|DHAK_CITFR	552	1/1	32.704	52	159	98	3	1	159	294	443	2.25e-16	78.6	swissprot|P45510|DHAK_CITFR Dihydroxyacetone kinase OS=Citrobacter freundii
55|m.1	159	swissprot|F1RKQ4|TKFC_PIG	579	1/1	33.951	55	162	98	5	1	159	303	458	3.55e-15	75.1	swissprot|F1RKQ4|TKFC_PIG Triokinase/FMN cyclase OS=Sus scrofa (Pig)
55|m.1	159	swissprot|Q4KLZ6|TKFC_RAT	578	1/1	32.500	52	160	103	3	1	159	303	458	1.54e-14	73.2	swissprot|Q4KLZ6|TKFC_RAT Triokinase/FMN cyclase OS=Rattus norvegicus (Rat)
55|m.1	159	swissprot|O04059|DHBK_SOLLC	594	1/1	33.333	55	165	99	4	1	159	308	467	3.47e-13	69.3	swissprot|O04059|DHBK_SOLLC Putative 3,4-dihydroxy-2-butanone kinase OS=Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
55|m.1	159	swissprot|Q55EE0|DHAK_DICDI	648	1/1	28.659	47	164	104	5	1	156	357	515	3.54e-10	60.5	swissprot|Q55EE0|DHAK_DICDI Probable dihydroxyacetone kinase OS=Dictyostelium discoideum (Slime mold)
55|m.1	159	swissprot|O74192|DAK_PICPA	608	1/1	30.539	51	167	99	5	1	158	320	478	9.97e-10	59.3	swissprot|O74192|DAK_PICPA Dihydroxyacetone kinase OS=Komagataella pastoris (Yeast) (Pichia pastoris)
55|m.1	159	swissprot|O60017|DAK_PICAN	609	1/1	40.000	32	80	45	1	79	158	402	478	2.94e-08	55.1	swissprot|O60017|DAK_PICAN Dihydroxyacetone kinase OS=Pichia angusta (Yeast) (Hansenula polymorpha)
55|m.1	159	swissprot|P43550|DAK2_YEAST	591	1/1	27.647	47	170	104	5	1	158	308	470	6.60e-07	51.2	swissprot|P43550|DAK2_YEAST Dihydroxyacetone kinase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
55|m.1	159	swissprot|O74215|DAK2_SCHPO	591	1/1	28.824	49	170	102	6	1	158	308	470	7.76e-07	50.8	swissprot|O74215|DAK2_SCHPO Dihydroxyacetone kinase 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
56|m.2	197	swissprot|A8KB59|CC153_DANRE	202	1/1	37.427	64	171	107	0	24	194	30	200	7.84e-32	117	swissprot|A8KB59|CC153_DANRE Coiled-coil domain-containing protein 153 OS=Danio rerio (Zebrafish) (Brachydanio rerio)
56|m.2	197	swissprot|Q5FVL4|CC153_RAT	202	1/1	32.178	65	202	131	1	1	196	1	202	3.42e-27	105	swissprot|Q5FVL4|CC153_RAT Coiled-coil domain-containing protein 153 OS=Rattus norvegicus (Rat)
56|m.2	197	swissprot|P0C7Q1|CC153_MOUSE	202	1/1	33.168	67	202	129	1	1	196	1	202	2.74e-23	95.1	swissprot|P0C7Q1|CC153_MOUSE Coiled-coil domain-containing protein 153 OS=Mus musculus (Mouse)
56|m.2	197	swissprot|Q494R4|CC153_HUMAN	210	1/1	27.136	54	199	139	1	1	193	1	199	1.62e-11	63.9	swissprot|Q494R4|CC153_HUMAN Coiled-coil domain-containing protein 153 OS=Homo sapiens (Human)
56|m.2	197	swissprot|Q0P5D1|CC153_BOVIN	204	1/1	29.651	51	172	111	4	1	164	1	170	1.82e-11	63.5	swissprot|Q0P5D1|CC153_BOVIN Coiled-coil domain-containing protein 153 OS=Bos taurus (Bovine)
57|m.3	318	swissprot|Q9DEY9|BLM_XENLA	1364	1/1	28.296	88	311	193	8	11	310	1057	1348	1.42e-21	99.0	swissprot|Q9DEY9|BLM_XENLA Bloom syndrome protein homolog OS=Xenopus laevis (African clawed frog)
57|m.3	318	swissprot|O88700|BLM_MOUSE	1416	1/1	28.939	90	311	186	10	13	310	1113	1401	1.23e-17	87.0	swissprot|O88700|BLM_MOUSE Bloom syndrome protein homolog OS=Mus musculus (Mouse)
57|m.3	318	swissprot|P54132|BLM_HUMAN	1417	1/1	30.729	59	192	119	5	13	202	1108	1287	1.05e-13	75.5	swissprot|P54132|BLM_HUMAN Bloom syndrome protein OS=Homo sapiens (Human)
57|m.3	318	swissprot|Q9I920|BLM_CHICK	1142	1/1	26.480	85	321	182	11	13	310	838	1127	2.67e-13	73.9	swissprot|Q9I920|BLM_CHICK Bloom syndrome protein homolog OS=Gallus gallus (Chicken)
57|m.3	318	swissprot|Q9VGI8|BLM_DROME	1487	1/1	25.606	74	289	192	9	13	287	1165	1444	1.66e-09	62.8	swissprot|Q9VGI8|BLM_DROME Bloom syndrome protein homolog OS=Drosophila melanogaster (Fruit fly)
57|m.3	318	swissprot|P35187|SGS1_YEAST	1447	1/1	34.444	31	90	57	1	11	98	1101	1190	3.11e-07	55.5	swissprot|P35187|SGS1_YEAST ATP-dependent helicase SGS1 {ECO:0000303|PubMed:7969174} OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
58|m.4	340	swissprot|Q9GRC0|MOS_PATPE	351	1/1	46.992	125	266	135	5	53	317	70	330	2.59e-78	246	swissprot|Q9GRC0|MOS_PATPE Serine/threonine-protein kinase mos {ECO:0000250|UniProtKB:P10741} OS=Patiria pectinifera (Starfish) (Asterina pectinifera)
58|m.4	340	swissprot|P00540|MOS_HUMAN	346	1/1	34.743	115	331	182	8	20	321	17	342	1.01e-52	180	swissprot|P00540|MOS_HUMAN Proto-oncogene serine/threonine-protein kinase mos OS=Homo sapiens (Human)
58|m.4	340	swissprot|P10650|MOS_CHLAE	346	1/1	34.139	113	331	184	7	20	321	17	342	1.68e-52	179	swissprot|P10650|MOS_CHLAE Proto-oncogene serine/threonine-protein kinase mos OS=Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)
58|m.4	340	swissprot|P32593|MOS_MSVMT	354	1/1	36.331	101	278	154	6	60	321	80	350	3.66e-52	179	swissprot|P32593|MOS_MSVMT Serine/threonine-protein kinase-transforming protein mos OS=Moloney murine sarcoma virus (strain ts110) (MoMSV)
58|m.4	340	swissprot|P10741|MOS_CHICK	349	1/1	37.234	105	282	154	5	60	322	70	347	5.79e-52	178	swissprot|P10741|MOS_CHICK Serine/threonine-protein kinase mos OS=Gallus gallus (Chicken)
58|m.4	340	swissprot|P12965|MOS_XENLA	359	1/1	35.985	95	264	162	4	60	317	69	331	9.61e-52	178	swissprot|P12965|MOS_XENLA Serine/threonine-protein kinase mos OS=Xenopus laevis (African clawed frog)
58|m.4	340	swissprot|P00538|MOS_MSVMO	374	1/1	36.364	100	275	158	6	60	321	100	370	1.17e-51	178	swissprot|P00538|MOS_MSVMO Serine/threonine-protein kinase-transforming protein mos OS=Moloney murine sarcoma virus (MoMSV)
58|m.4	340	swissprot|P00537|MOS_MSVMM	376	1/1	36.594	101	276	154	6	60	320	100	369	5.20e-50	174	swissprot|P00537|MOS_MSVMM Serine/threonine-protein kinase-transforming protein mos OS=Moloney murine sarcoma virus (strain m1) (MoMSV)
58|m.4	340	swissprot|P07331|MOS_MSVMH	374	1/1	36.101	100	277	156	6	60	321	100	370	6.19e-50	173	swissprot|P07331|MOS_MSVMH Serine/threonine-protein kinase-transforming protein mos OS=Moloney murine sarcoma virus (strain HT-1) (MoMSV)
58|m.4	340	swissprot|P10421|MOS_MSVTS	342	1/1	36.232	100	276	156	6	60	321	69	338	8.62e-50	172	swissprot|P10421|MOS_MSVTS Serine/threonine-protein kinase-transforming protein mos OS=Myeloproliferative sarcoma virus (isolate ts159)
58|m.4	340	swissprot|P00536|MOS_MOUSE	390	1/1	36.101	100	277	156	6	60	321	116	386	1.10e-49	173	swissprot|P00536|MOS_MOUSE Proto-oncogene serine/threonine-protein kinase mos OS=Mus musculus (Mouse)
58|m.4	340	swissprot|P00539|MOS_RAT	339	1/1	35.357	99	280	152	6	60	321	67	335	1.08e-48	169	swissprot|P00539|MOS_RAT Proto-oncogene serine/threonine-protein kinase mos OS=Rattus norvegicus (Rat)
58|m.4	340	swissprot|P50118|MOS_PIG	345	1/1	36.940	99	268	142	7	60	308	69	328	9.22e-46	162	swissprot|P50118|MOS_PIG Proto-oncogene serine/threonine-protein kinase mos OS=Sus scrofa (Pig)
58|m.4	340	swissprot|Q7T6Y2|YR831_MIMIV	1624	1/1	31.250	85	272	175	5	53	320	785	1048	2.91e-35	139	swissprot|Q7T6Y2|YR831_MIMIV Putative serine/threonine-protein kinase/receptor R831 OS=Acanthamoeba polyphaga mimivirus (APMV)
58|m.4	340	swissprot|Q7T6Y2|YR831_MIMIV	1624	1/1	29.562	81	274	173	8	53	323	1363	1619	7.70e-28	118	swissprot|Q7T6Y2|YR831_MIMIV Putative serine/threonine-protein kinase/receptor R831 OS=Acanthamoeba polyphaga mimivirus (APMV)
58|m.4	340	swissprot|Q90XV7|MOS_VULGR	200	1/1	37.949	74	195	102	4	60	238	8	199	1.26e-34	128	swissprot|Q90XV7|MOS_VULGR Serine/threonine-protein kinase mos OS=Vultur gryphus (Andean condor)
58|m.4	340	swissprot|Q90XV6|MOS_GYMCA	200	1/1	37.949	74	195	102	4	60	238	8	199	2.46e-34	127	swissprot|Q90XV6|MOS_GYMCA Serine/threonine-protein kinase mos OS=Gymnogyps californianus (California condor) (Vultur californianus)
58|m.4	340	swissprot|Q90XV8|MOS_CICNG	200	1/1	37.436	73	195	103	4	60	238	8	199	1.35e-33	125	swissprot|Q90XV8|MOS_CICNG Serine/threonine-protein kinase mos OS=Ciconia nigra (Black stork) (Ardea nigra)
58|m.4	340	swissprot|P87347|MOS_APTAU	200	1/1	36.410	71	195	105	4	60	238	8	199	2.46e-33	125	swissprot|P87347|MOS_APTAU Serine/threonine-protein kinase mos OS=Apteryx australis (Southern brown kiwi)
58|m.4	340	swissprot|Q90XV9|MOS_NYCNY	200	1/1	36.923	72	195	104	4	60	238	8	199	5.30e-33	124	swissprot|Q90XV9|MOS_NYCNY Serine/threonine-protein kinase mos OS=Nycticorax nycticorax (Black-crowned night-heron) (Ardea nycticorax)
58|m.4	340	swissprot|Q8QHF0|MOS_ATHNI	189	1/1	38.624	73	189	96	5	60	232	5	189	1.97e-30	117	swissprot|Q8QHF0|MOS_ATHNI Serine/threonine-protein kinase mos OS=Atheris nitschei (Great lakes bush viper)
58|m.4	340	swissprot|Q7T6X2|YR826_MIMIV	1657	1/1	28.364	78	275	179	7	53	320	785	1048	5.75e-30	124	swissprot|Q7T6X2|YR826_MIMIV Putative serine/threonine-protein kinase/receptor R826 OS=Acanthamoeba polyphaga mimivirus (APMV)
58|m.4	340	swissprot|Q7T6X2|YR826_MIMIV	1657	1/1	23.162	63	272	181	9	53	317	1398	1648	8.54e-20	94.4	swissprot|Q7T6X2|YR826_MIMIV Putative serine/threonine-protein kinase/receptor R826 OS=Acanthamoeba polyphaga mimivirus (APMV)
58|m.4	340	swissprot|Q5UQG7|YR818_MIMIV	1651	1/1	29.779	81	272	180	6	53	320	792	1056	8.70e-30	123	swissprot|Q5UQG7|YR818_MIMIV Putative serine/threonine-protein kinase/receptor R818 OS=Acanthamoeba polyphaga mimivirus (APMV)
58|m.4	340	swissprot|Q5UQG7|YR818_MIMIV	1651	1/1	26.335	74	281	179	10	53	327	1393	1651	2.41e-22	101	swissprot|Q5UQG7|YR818_MIMIV Putative serine/threonine-protein kinase/receptor R818 OS=Acanthamoeba polyphaga mimivirus (APMV)
58|m.4	340	swissprot|O22558|STY8_ARATH	546	1/1	25.545	82	321	214	4	3	323	246	541	1.28e-29	122	swissprot|O22558|STY8_ARATH Serine/threonine-protein kinase STY8 {ECO:0000305} OS=Arabidopsis thaliana (Mouse-ear cress)
